65b34e0ebd66cda991ed0300,0.8463
65e0229f91e0536c7fb00500,0.9988
69604625694d72ab24f10500,0.3586
697b7df6bedd340d5e2d0600,0.0324
640c8867a0e6c6a6c6620600,0.6262
680d3016006e43b1fc120800,0.0170
6946ac7ed8024c353aab0800,0.2925
656f91cb678c3ae5f1f30c00,0.8283
5738e62d2ba50acb24070d00,0.9719
69ab1174b09b7c73c2d70e00,0.2144
68c02eb7310f1c89807c0e00,0.9947
68b8c0ad2c9e440bf3280e00,0.6196
60e0a50c074d249fc7500f00,0.6127
641a254174bdbe4a3e4e1000,0.3492
67327ec6741271a99bd31300,0.7126
5c16995a6a0bb78e6c601300,0.6100
5ffb0cecbb59370c73391500,0.6161
62bfde1b67bd914ae76e1500,0.3697
675581de28e1e0e9605f1a00,0.7440
6930c566420644f031e61a00,0.2666
69be133674cb479db8c51c00,0.7490
5cae259a2f4831faa6c11c00,0.7902
6573b93d7f29ddee86021c00,0.9115
62729ce0a3e2c4eb38351d00,0.7878
61521c428da5c90a1c681e00,0.6033
699b881e21bd42f261011e00,0.1177
68e5dd0b149377c1e4df2100,0.7331
62e83e2dff04840f53c22300,0.5965
69651df29b37c773cdd22400,0.0672
6678a581a2c69ecdbc162400,0.9755
56d5b64856b2d6951a002400,0.8395
684b49a1dc3b46ab0ed02600,0.1633
69bc93fbc4c83784aed72600,0.2012
6346051d1741be89b40a2800,0.9635
5dbc78688d653d3abbb62800,0.7194
63b39bc232c1dcf3963e2c00,0.3477
67771a46d3309f319e5a3000,0.8683
5df7957d08d2c23be99b3000,0.1447
69b4c7e6dbd8f0d7299d3300,0.3916
665a4170d3309f90a0543600,0.2689
698e4b295df8e78382073600,0.4002
6666624ff88471e0d7e13600,0.4109
6811228aff0320e23b023800,0.3790
69214e483509d1171d273900,0.7646
66f0cbe1d6ab5d2f6cf73900,0.5746
5fb5c332463d4fe2a0c73b00,0.2455
65b5dab5f644e584fc733c00,0.1562
68c5dd6caf9ad15eb1883d00,0.5636
6948b4848e40fdbe1ef03e00,0.7767
69bc0e0ce9c77d5d27323f00,0.8311
68b636bc49e17b1dc4784000,0.1200
5bb2bbc0bb76153ef6fd4200,0.0339
5608853fc6c7951c0c004600,0.8487
5f7fbce4ff7c5a61b3de4600,0.2879
5b9974a64ab6339f15904700,0.0819
62103ddb1e75a82b750b4800,0.9006
62d350268da5c9435a1a4800,0.7444
6955969e948ffe59307a4800,0.7350
60b5990c09d760da723d4800,0.9114
68b1df1adc3b46f762574a00,0.5231
692b3377ed788da7c9b44f00,0.5586
6712a147d1af888848d64f00,0.6400
625c0bc309d76051142e5000,0.7271
66901e0e87aeb6427d675100,0.9094
68d5833f49e17b460dac5300,0.8655
5ad384075521beff46255300,0.0994
63a10ff952eee17e78065400,0.8741
639d81c4acf4627b67f15700,0.2639
608e31f7e107bb2cb71e5e00,0.4068
699e580964f5a2ddcb505e00,0.0133
69b570718d9977e570cc5f00,0.5292
6632791b9d05c4caf5ac5f00,0.0500
6968398dbbfbea9ff6966000,0.6739
